"make"	"address"	"all"	"X3d"	"our"	"over"	"remove"	"internet"	"order"	"mail"	"receive"	"will"	"people"	"report"	"addresses"	"free"	"business"	"email"	"you"	"credit"	"your"	"font"	"X000"	"money"	"hp"	"hpl"	"george"	"X650"	"lab"	"labs"	"telnet"	"X857"	"data"	"X415"	"X85"	"technology"	"X1999"	"parts"	"pm"	"direct"	"cs"	"meeting"	"original"	"project"	"re"	"edu"	"table"	"conference"	"semicol"	"paren"	"bracket"	"bang"	"dollar"	"pound"	"cap_avg"	"cap_long"	"cap_total"	"Class"
0.33	0	1.65	0	0.99	0	0.33	0	0.66	1.32	0	0	0	0	0	0	0	0	0.33	0.99	0.66	0	0	0	0.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.859	0.101	0	337.25	1146	1349	"spam"
0	0.21	0.43	0	0.65	0	0.21	0.21	0.87	0.65	0.43	0.87	0	0	0	0.43	0	0.87	3.71	0	1.09	0.65	0	0.43	0	0	0	0	0	0	0	0	0	0	0	0	0	0.43	0	0	0	0	0	0	0.21	0	0	0	0	0.032	0	0.96	0.128	0.128	8.08	70	501	"spam"
0	0	0	0	0	0	1.15	0	0	0	1.15	0.76	0.76	0	0	0.38	0	0.38	4.61	0.38	0.76	0	1.92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.486	0.347	0	1.608	6	74	"spam"
0	0	0.4	0	0.4	0	0.4	0	0	0	0	0	0.4	0	0	0	0	0	2.04	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4	0	0	0	0	0	0	0.11	0	0	1.594	11	118	"spam"
0.4	0.4	0.26	0	0.13	0.2	0.06	0.33	0	1.14	0.33	1.07	1	0	0.26	0.4	0.06	0	4.1	0	0.94	0	0.53	0.26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.088	0	1.06	0.151	0.05	4.623	123	1045	"spam"
0.05	0.05	0.4	0	0.34	0	0	0	0.57	0.05	0	0.28	0.11	0	0	0.17	0	0	1.09	0.05	0.92	0	0	0.05	0	0	0	0	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0.11	0	0	0.05	0	0	0	0.019	0.099	0	0.099	0.079	0.009	4.906	95	1310	"spam"
0	0	0	0	0	0	0	2.94	0	0	0	0	0	0	0	0	0	0	0	0	0	2.94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.45	14.5	42	87	"spam"
0	0	0.48	0	0.72	0.48	0	0	0.24	0	0.48	0.24	0	0	0	0.48	0	0	1.2	0	1.44	0	0.48	0.24	0	0	0	0	0	0.24	0	0	0	0	0	0	0	0	0	0.24	0	0	0.24	0	0	0	0	0.24	0	0.036	0	0.036	0.184	0	2.336	66	264	"spam"
0.33	0	0.66	0	0.22	0	0	0	0.44	0.11	0	0.33	0	0	0	0.55	0	0	1.76	0	1.1	0	0	0.22	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11	0	0	0	0	0.11	0	0	0	0	0	0	0.173	0	0.367	0.193	0.077	2.559	75	389	"spam"
0	0	0.79	0	0.26	0	0.26	0.26	0	0	0	1.31	0	0	0	0	0	0.26	1.58	0	0.52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.52	0.26	0	0	0.26	0	0	0	0	0	0	0	0.26	0.038	0.038	0	0.077	0	0	1.8	29	171	"spam"
0.53	0	1.07	0	0.53	0	1.07	0	0	0	0	0.53	0	0	0	0.53	0.53	0	4.3	0	1.07	0	1.61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.53	0	0	0	0	0	0	1.183	0.253	0	5.454	68	180	"spam"
0.51	0	0.51	0	1.53	0.51	0	0	0	0	0	0.51	0	0	0	0	0	0	3.58	0	0	0	0	0	2.56	0	2.05	0.51	0.51	2.05	0.51	0.51	0	0.51	0.51	1.02	0	0	0	0.51	0	0	0	0	1.02	0.51	0	0	0	0.27	0	0	0	0	1.983	24	121	"ham"
0	0.35	0.35	0	0.17	0	0	0	0.17	0.35	0	1.23	0	0.88	0	0	0.17	0	1.41	0	0.7	0	0	0	0.17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7	0	0	0.17	0	0.88	0	0	0.038	0	0.019	0	0.095	2.059	28	447	"ham"
0	0	0.85	0	0.85	0.21	0.21	0	0	1.5	0	0	0	0	1.07	0	0.21	0	0.64	0.21	1.71	7.08	1.28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.465	0.271	0.969	9.052	58	869	"spam"
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.7	0	0	0	0	0	2.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.432	0	0	2	16	60	"ham"
0	0.26	0.78	0	0.26	0.26	0.08	1.04	0.52	1.56	0.26	0.69	0.17	0.08	0.69	0.86	0.34	0	1.82	0.17	1.3	0	0.08	0.34	0	0	0	0	0	0	0	0	0.08	0	0	0.08	0	0	0	0	0	0	0	0	0.08	0.08	0	0	0.096	0.234	0	0.358	0.261	0.11	3.56	54	979	"spam"
0	4.76	0	0	0	0	0	0	0	1.19	0	0	0	0	0	0	0	2.38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.225	38	162	"spam"
1.24	0.41	1.24	0	0	0	0	0	0	0	0	0.41	0	0	0	0.41	0	0.82	3.73	0	1.24	0	0	0.41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.41	0	0	0	0	0.065	0	0.461	0.527	0	3.166	19	114	"spam"
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.375	0.525	0.225	0	0	4.906	39	211	"spam"
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.555	0	0	0	0	1.647	4	28	"ham"
0	0	0	0	0	0	0	0	0	0	0	2.89	0	0	0	0.57	0	0	0	0	1.73	0	0	0	2.31	0	0	0	0	3.46	0	0	0	0	0	0	0.57	0	0	0	0	0	0	0	0	0	0	0	0	0.163	0	0	0	0	1.9	12	76	"ham"
0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	1.81	3.63	0	2.72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0.17	0.17	0	6.266	41	94	"spam"
0	0	0.68	0	0.68	0	0.68	0	0	0.68	0	0.68	0	0	0	0	0	4.1	4.1	0	0.68	0	1.36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.36	0	0	0	0	0	0	0	0	0	0	0	1.089	0.242	0	3.488	60	157	"spam"
0	0	1.31	0	0	0	0	0	0	0	0	1.31	0	0	0	0	0	0	1.31	0	5.26	0	0	1.31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.212	0	4.818	25	53	"spam"
0	0	0.46	0	0	0	0	0.15	0	0	0	0.15	0	0	0	0	0	0.46	0.93	0	0	0	0.46	0	0	0	0	0	0	0	0	0	0	0	0	0.15	0	0	0	0.93	0	0	0	0	0	0	0	0	0.071	0.071	0	0.095	0.023	0	62.75	1505	2761	"spam"
0.09	0.38	0.57	0	0.48	0.38	0	0	0	0.38	0	1.53	0.19	0	0.09	0	0.09	0	3.55	0	1.24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.038	0.038	0	0.246	0.894	0.012	4	70	640	"spam"
0	0	0	0	0.44	0	0	0	0	0.88	0	0	0	0	0	0.44	0	0	1.32	0	0	0	0	0	0	0	0	0.44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.44	0	0	0	0	0	0	0	0	1.841	10	186	"spam"
0	0.81	1.62	0	2.43	0	0	0	0	0.81	0	0	0	0	0	0.81	0	0.81	2.43	0.81	0.81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.121	0	0.121	0	0	4.035	43	113	"spam"
0.17	0.17	0.25	0	0.43	0.08	0.08	0.08	0.69	2.41	0	0.34	0.17	0	1.46	0.34	0.08	0	2.76	0.43	1.55	0	0.17	0.17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.43	0	0	0	0	0.34	0.08	0	0	0	0.107	0	0.308	0.067	0.026	4.215	82	1214	"spam"
0.23	0.23	0.47	0	0.7	0.23	0.23	1.41	0.23	0.47	0.23	0.47	0	0	0	0	1.41	0.47	0.94	1.89	3.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.47	0	0	0	0	0.23	0	0	0	0	0.075	0	1.289	0.151	0	6.529	276	666	"spam"
0.08	0	0.32	0	0.24	0.32	0	0.16	0.16	0	0	0.65	0	0	0	0	0	0	4.67	0	0.65	0	0	0.32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08	0	0.32	0	0	0.24	0	0	0	0	0.045	0	0.36	0.03	0	1.42	10	196	"spam"
0	0	0	0	0	0	0	0	0.91	0	0	0	0	0	0	0	0	0	0.91	0	2.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.143	0	0.572	0	0	2.9	28	87	"spam"
0.08	0	0.16	0	0	0.08	0	0.08	0.73	0	0	0.24	0	0	0	0	0	0	0.32	0	0.16	0	0	0	0.49	0.57	0.08	0	0	0	0	0	0.57	0	0	0	0.16	0	0	0	0	0	0	0	0	0	0	0	0.126	0.172	0.057	0	0.022	0	3.212	44	665	"ham"
0	0.11	0.35	0	1.18	0.47	0.23	0.35	0	0.11	0.11	0.95	0	0.11	0	2.14	0.95	0.23	1.9	0.35	0.35	0	0.59	0.11	0	0	0	0	0	0	0	0	0	0	0	0.35	0	0	0	0.11	0	0	0	0	0	0	0	0	0	0.059	0	0.434	0.197	0.217	8.026	283	1509	"spam"
1.36	0	0.68	0	0	0	0.68	0	0	0	0	4.1	0.68	0	0	1.36	0	0	2.73	0	2.05	0	1.36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.68	0	0	0	0	0	0	1.706	0.2	0	4.281	38	137	"spam"
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.35	0	0	0	0	0	0	0	0	0	0	0	0	1.169	0	0	0	0	2.533	21	76	"ham"
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.413	0	0	4.047	22	85	"spam"
0	0.89	1.15	0	0.12	0	0	0.12	0.25	0.12	0.12	0.38	0.12	0	1.15	0	0.12	2.04	2.81	0.12	1.27	0	0	0.12	0	0	0	0	0	0	0	0	0	0	0	0.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0.164	0	0.371	0.061	0	2.89	84	477	"spam"
0	0	0.74	0	0	0	0.74	0	0	0	0	0	0	0	0	2.22	0	0	1.48	0	1.48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.74	0	0	0	0	0	0	0	0	0	0	0	0	0.088	0	0	3.048	29	125	"spam"
0	0	0.3	0	0	0	0	0	0	0.3	0	0.3	0	0	0.3	0.3	0	0.15	0.15	0	0.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.76	0	0	0	0	0	0	0	0	0	0	0.3	0.472	0.067	0	0	0.044	0.067	1.607	16	418	"spam"
0.08	0.08	0.57	0	0.48	0	0	0.08	0	0	0	0.81	0.08	0	0.08	0	0.81	0	0.65	0	0.4	0	0	0	1.38	0	0	0	0	0	0.16	0	0.16	0	0.08	0	0.08	0	0	0.08	0	0.89	0	0.24	0.08	0	0	0.08	0.011	0.034	0	0.057	0.022	0	1.875	65	542	"ham"
0	0	0.58	0	1.16	0	0	0	0	0.58	0	0	0	0	0	0.58	0	0	0.58	0	1.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.101	11	145	"spam"
0.2	0.06	0.2	0	0.4	0	0	0	0	0	0	0.95	0.27	0	0	0.06	0.06	0	0	0	0	0	0	0	3.47	0	0	0	0	0	0	0	0.06	0	0	0.34	0.06	0	0	0	0	0	0.13	0.06	0.06	0	0	0.13	0.027	0.09	0	0	0.018	0	2.423	26	693	"ham"
0	0	0.24	0	0.72	0	0	0	0.48	0	0	0.48	0	0	0	0	0	0.96	0.96	0	0.72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.24	0	0	0	0	0	0	0.328	0	0	1.74	48	141	"spam"
0.62	0.62	0	0	0	1.86	0	0	0	0	0	0.62	0.62	0	0	0	0	0.62	2.48	0	1.86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.327	0	2.295	0.218	0	5.166	28	155	"spam"
0	0	0	0	1.15	0.28	0	0	0	0	0	0	0	0	0.28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.072	0	0	0	0	1.517	8	88	"ham"
0	0	0	0	2.38	0	0	0	0	0	0	0	0	0	0	0	0	0	2.38	0	2.38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	4	15	"ham"
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	"ham"
0	0	0	0	0	0	1.02	0	0	0	0	2.04	0	0	0	2.04	0	2.04	3.06	0	1.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17	0	0	0.17	0	1.47	4	25	"spam"
0	0	0	0	0	0.68	1.37	0.68	0	0	0	0.68	0	0	0	0	0	0.34	0.34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.34	0	0	0	0	0	0.34	0	0	0	0	0	0	0	0.103	0	0.206	0.309	0	4.029	69	270	"spam"
0	0	0	0	0.96	0	0.96	0	0	0	0.96	0	0	0	0	0	0	0	2.88	0	2.88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.123	0	0.616	0	0	1.181	3	13	"spam"
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	"ham"
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.941	0	0	0	0	1	1	4	"ham"
0	0	0.67	0	0	0	0	0	0	0	0	1.01	0.33	0	0	0	0	0	1.35	0	0.33	0	0.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.33	0.33	0	0	0	0	0	0.174	0	0	2.071	47	116	"ham"
0	0	0	0	0	0	0	0	0	1.36	0	2.73	0	0	0	0	0	0	1.36	0	0	0	0	0	1.36	1.36	0	2.73	0	0	0	0	0	0	0	1.36	0	0	0	0	0	0	0	0	0	0	0	0	0	0.68	0	0	0	0	3.142	11	88	"ham"
0	0	0	0	0	0	0	0	0	0	0	0	0.86	0.86	0	0	0	0	0	0	0	0	0	0	3.44	2.58	1.72	0.86	0.86	0.86	0.86	0.86	0	0.86	0.86	0.86	1.72	0	1.72	0.86	0	0	1.72	0	1.72	0	0	0	0	0.27	0.135	0.135	0	0	2.288	13	103	"ham"
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.448	0	0	2.666	11	24	"spam"
0	0.82	0.32	0	1.14	0.32	0	0.16	0	0.65	0	2.13	0	0	0	0.16	0	0	1.47	0	1.47	0	0.98	0.32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16	0	0	0	0	0	0	0	0	0.29	0.029	2.257	13	158	"spam"
0	0	0	0	0.3	0	0	0	0	0	0	0.3	0.91	0	0	0	0.6	0	1.21	0	0.3	0	0	0	0	0	1.21	0	0	0	0	0	0	0	0	0	0.3	0	0.3	0	0	0.6	0.3	0	0.6	0	0	0	0	0.042	0.042	0.042	0.042	0	1.183	13	168	"ham"
0	0	0	0	0.57	0	0	0	0	0	0	1.72	0	0	0	0	0	0.57	0	0	0	0	0	0	1.72	0.57	0	0.57	0	0.57	0	0	0	0	0.57	0.57	0	0	0	0	0	0	0	0	0	0	0	0	0	0.077	0	0	0	0	1.964	12	110	"ham"
0	0.27	0.27	0	1.09	0	0	0	0.82	0.54	0	0.27	0.27	0	0	0.27	0.54	0	2.46	0	2.19	0	0	0.54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.085	0.128	0	2.484	20	164	"spam"
0	0	1.25	0	2.5	0	0	0	0	0	0	0	0.62	0	0	0	0	0	0.62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.62	0	0	1.25	0.62	0.62	0	0	0	0.111	0	0	0	0	1.285	4	27	"ham"
0	0	0.53	0	0.53	0	0	0.53	0	0	0	1.06	0	0	2.12	0	0.53	0.53	2.65	0	2.65	0	1.59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.53	0.53	0	0	0	0	0	0	0	0	0	0.191	0	0.095	0.478	0	5.038	60	131	"spam"
0	0.52	1.05	0	2.63	0.52	1.05	0	0	0	0.52	1.05	0	0	0	1.05	1.05	1.05	4.21	0	1.57	0	0.52	0	0	0	0	0	0	0	0	0	0.52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.091	1.276	0.729	0.091	3.062	19	98	"spam"
0	2.7	0	0	0	0	0	0	0	2.7	0	0	0	0	0	0	0	0	8.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.7	0	0	0	0	0	0	0	0	0	2.538	21	33	"ham"
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.666	3	5	"ham"
0	0.64	0.64	0	0.64	0	0.64	0	2.59	1.29	1.29	1.94	0	0	0	0.64	0.64	0.64	3.24	0	2.59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.233	0	0	1.136	4	25	"spam"
0	0.45	0	0	0.45	0.45	0.45	0.45	0	1.8	0	0.45	0	0	0	0	0	0	1.8	0	0.45	0	0	0	0	0	0	0	0	0	0	0	0.45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.281	0	0.21	0	0	2.368	14	135	"spam"
0	0	0	0	3.84	0	0	1.28	0	0	0	1.28	0	0	0	0	0	0	2.56	0	1.28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.203	0	0	1.956	10	45	"spam"
0	0.29	0.29	0	0.58	0	0.58	0	0	0.58	0.29	0.29	0	0	0	1.46	0.29	0.87	1.16	0.87	1.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.29	0	0	0	0	0.086	0	0.606	0	0.043	3.591	37	352	"spam"
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.1	5.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.35	0	0	0	0	0	0	0	0	0	0	1.142	2	8	"ham"
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.33	0	0	0	0	0	0	0	0	0	4.333	20	26	"ham"
0	0	0.32	0	0.64	0.64	0.32	0.64	0	0	0	0.32	0.32	0	0	0.32	0.32	0	2.27	0	3.24	0	0	0.32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.64	0	0	0	0	0.112	0	0	0.168	0	1.494	10	139	"spam"
0.05	0.05	0.4	0	0.34	0	0	0	0.57	0.05	0	0.28	0.11	0	0	0.17	0	0	1.15	0.05	0.92	0	0	0.05	0	0	0	0	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0.11	0	0	0.05	0	0	0	0.019	0.099	0	0.089	0.079	0.009	4.913	95	1312	"spam"
0	0	0	0	0.43	0	0	0	0	0.65	0	0	0	0	0	0.43	0	0.21	0.21	0	0.43	6.75	0	0	0.21	0.21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.073	0.146	0.146	0.183	6.233	99	642	"spam"
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	"ham"
0	0	0	0	0	0	0	0	0	0	0	0.92	0	0	0	0	0	0.92	3.7	0	0.92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.92	1.85	0	0	0	0.295	0	0	0	0	2.535	12	71	"ham"
0.89	0	0	0	0.89	0.89	0	0	0	0	0	0	0	0	0	0	0	0	2.67	0	1.78	0	0	0	1.78	0.89	1.78	0.89	0	0.89	0	0	0	0	0.89	0	0.89	0	0	0	0	0	0	0	0.89	0	0	0	0.149	0.298	0	0	0	0	2.259	15	61	"ham"
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	8.29	0.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.218	0.087	0	0.174	0.174	0.437	9.186	126	937	"spam"
0	0	0	0	0	0	0	0	0	0.58	0	0	0	0	0	0	0	0	0.58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.58	0	0	0	0.083	0	0	0	0	6.096	21	189	"ham"
0.32	0.28	0.57	0	0.12	0.2	0.16	0.2	0	0.32	0.08	0.98	0.41	0.04	0.04	0	0	0.41	3.74	0	1.64	0	0.45	0.53	0.04	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08	0	0	0	0	0	0	0.171	0	0.507	0.493	0.028	5.608	133	1991	"spam"
0	0	0.29	0	0.88	0.14	0	0	0.88	0	0	0.73	0.14	0	0	0	0.29	0	2.2	0	0.88	0	0.14	0.29	0	0	0	0	0	0	0	0	0	0	0.58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.097	0	0.388	0.048	0.024	2.264	49	428	"spam"
0	0.61	0	0	1.22	0	0	0	0	3.68	0	0	0	0	0.61	0	0	0	1.84	0	1.84	0	0	0	0.61	0.61	0	0	0	2.45	0	0	0	0	0	0	0.61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.476	8	62	"ham"
0	0	0	0	0	0	1.21	0	0	1.21	0	1.21	1.21	0	0	1.21	0	0	4.87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.676	15	57	"spam"
0	0.56	0.56	0	1.12	0.56	2.25	0	0	0.56	0	0.56	0	0	0	0	0	0.56	3.38	0	1.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.56	0	0	0	0	0.083	0	0.503	0	0.083	16.304	148	375	"spam"
0.63	0.63	0.63	0	0	0	0.63	0.63	0.63	0	0	0.63	0	0	0.63	1.26	0	0.63	1.89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.398	0	0	2.625	19	126	"spam"
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.888	8	35	"ham"
0.64	0	0.64	0	1.28	0	0.64	0	0	0	0	0.64	0	0	0	0.64	0.64	0	1.28	0	3.2	0	0.64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.551	0.459	0	2.333	22	119	"spam"
0	0	1	0	0	0.25	0	0.25	0	0	0	1.5	0.25	0	0	0.25	0.5	0	2.5	0	1.5	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.203	0.203	0	2.866	34	129	"spam"
0	0	0	0	0.45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.076	0.153	0	0	3.317	11	136	"spam"
0	0	0	0	0	0	0	0	0	0	0	1.58	0	0	0	0	0	0	0	0	1.58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.58	0	0	0	0.287	0	0.287	0	0	1.076	2	14	"ham"
0	0	0	0	0.35	0	0	0	0	0.35	0	0	0	0	0	0	0	0	2.1	0	0.7	0	0	0	2.8	1.05	1.4	0.35	0.35	0.35	0.35	0.35	0	0.35	0.35	0.35	0.7	0	0	0.35	0	0	0.7	0	0.7	0	0	0	0	0.233	0.116	0	0	0	1.746	13	145	"ham"
0	0	0.32	0	0.64	0.64	0.64	0.32	0	0	0	0.32	0.32	0	0	0.32	0.32	0.32	2.27	0	3.24	0	0	0.32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.64	0	0	0	0	0.156	0	0	0.156	0	1.688	19	157	"spam"
0.86	0	0.86	0	0	0	0	0	0	0	0	0	0	0	0	0.86	3.44	0	4.31	0	0.86	0	0.86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.928	0.154	0.154	2.409	7	53	"spam"
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.32	0	0	0	0	0	0	0	2.32	0	0	0	0	0	4.65	0	0	0	0	0	0	0	0	0	0	0	2.32	0	0	0	0	0	0	0	0	0	1	1	11	"ham"
